index;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_bootstrap;param_ccp_alpha;param_max_depth;param_max_features;param_min_samples_split;param_n_estimators;param_max_samples;params;split0_test_accuracy;split1_test_accuracy;split2_test_accuracy;split3_test_accuracy;split4_test_accuracy;mean_test_accuracy;std_test_accuracy;rank_test_accuracy;split0_test_balanced_accuracy;split1_test_balanced_accuracy;split2_test_balanced_accuracy;split3_test_balanced_accuracy;split4_test_balanced_accuracy;mean_test_balanced_accuracy;std_test_balanced_accuracy;rank_test_balanced_accuracy;split0_test_macro-precision;split1_test_macro-precision;split2_test_macro-precision;split3_test_macro-precision;split4_test_macro-precision;mean_test_macro-precision;std_test_macro-precision;rank_test_macro-precision;split0_test_macro-recall;split1_test_macro-recall;split2_test_macro-recall;split3_test_macro-recall;split4_test_macro-recall;mean_test_macro-recall;std_test_macro-recall;rank_test_macro-recall;split0_test_macro-f1_score;split1_test_macro-f1_score;split2_test_macro-f1_score;split3_test_macro-f1_score;split4_test_macro-f1_score;mean_test_macro-f1_score;std_test_macro-f1_score;rank_test_macro-f1_score;split0_test_weighted-precision;split1_test_weighted-precision;split2_test_weighted-precision;split3_test_weighted-precision;split4_test_weighted-precision;mean_test_weighted-precision;std_test_weighted-precision;rank_test_weighted-precision;split0_test_weighted-recall;split1_test_weighted-recall;split2_test_weighted-recall;split3_test_weighted-recall;split4_test_weighted-recall;mean_test_weighted-recall;std_test_weighted-recall;rank_test_weighted-recall;split0_test_weighted-f1_score;split1_test_weighted-f1_score;split2_test_weighted-f1_score;split3_test_weighted-f1_score;split4_test_weighted-f1_score;mean_test_weighted-f1_score;std_test_weighted-f1_score;rank_test_weighted-f1_score
0;56.356444883346555;4.417673946608164;0.20170202255249023;0.021217432256073622;False;0.0;;;2;25;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 25};0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9996984716280648;0.9997550091211851;4.29744049959829e-05;170;0.9981110324483058;0.9982309461644786;0.9977033357583248;0.9989299900398747;0.997808545086033;0.9981567698994034;0.00043181627095476526;168;0.9983422010648398;0.9990727539230663;0.9986835497673511;0.998495929850986;0.9971571676099878;0.9983503204432462;0.0006446446498108553;160;0.9981110324483058;0.9982309461644786;0.9977033357583248;0.9989299900398747;0.997808545086033;0.9981567698994034;0.00043181627095476526;168;0.998222347341743;0.9986504898359742;0.998192807635228;0.9987119266387127;0.997480831108002;0.9982516805119319;0.0004403204806010119;169;0.9997561283674015;0.9997929070332637;0.9997170309929259;0.9998116031314269;0.9996985980601648;0.9997552535170365;4.3045635858034945e-05;171;0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9996984716280648;0.9997550091211851;4.29744049959829e-05;170;0.999755164751042;0.9997926936704323;0.9997170948657506;0.9998114798574682;0.9996983450791904;0.9997549556447767;4.3028789549963877e-05;170
1;102.34131035804748;11.051413641891068;0.23199920654296874;0.006450667796493193;False;0.0;;;2;50;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 50};0.9997738579828132;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9997173171513107;0.9997700854687525;3.242316328650821e-05;150;0.9983714491149724;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9978135976325164;0.9982701410175006;0.00038107199966801625;157;0.9984910933350859;0.9990727539230663;0.9986945649397607;0.998495929850986;0.997308041886752;0.9984124767871302;0.000591347790517078;137;0.9983714491149724;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9978135976325164;0.9982701410175006;0.00038107199966801625;157;0.9984281317291464;0.9986504898359742;0.9983493718262071;0.9987119266387127;0.9975584986355919;0.9983396837331264;0.00041311796816024073;155;0.9997747595424813;0.9997929070332637;0.9997548270456514;0.9998116031314269;0.9997174673343693;0.9997703128174384;3.24580227071387e-05;150;0.9997738579828132;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9997173171513107;0.9997700854687525;3.242316328650821e-05;150;0.9997740047782883;0.9997926936704323;0.9997548857037478;0.9998114798574682;0.9997171653829673;0.9997700458785808;3.247013300368078e-05;146
2;146.76081581115722;13.930132761660582;0.29785728454589844;0.01924918019608202;False;0.0;;;2;75;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 75};0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9996796261048188;0.9997512400165359;4.826816280461881e-05;172;0.9981110324483058;0.9982309461644786;0.9977033357583248;0.9989299900398747;0.9975122112551806;0.998097503133233;0.000491723303625179;177;0.9983422010648398;0.9990727539230663;0.9986835497673511;0.998495929850986;0.996790787569017;0.9982770444350522;0.0007822423995225185;174;0.9981110324483058;0.9982309461644786;0.9977033357583248;0.9989299900398747;0.9975122112551806;0.998097503133233;0.000491723303625179;177;0.998222347341743;0.9986504898359742;0.998192807635228;0.9987119266387127;0.9971473759843619;0.9981849894872038;0.0005607944098080494;177;0.9997561283674015;0.9997929070332637;0.9997170309929259;0.9998116031314269;0.9996799966280783;0.9997515332306193;4.82683948755544e-05;172;0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9996796261048188;0.9997512400165359;4.826816280461881e-05;172;0.999755164751042;0.9997926936704323;0.9997170948657506;0.9998114798574682;0.9996794157435326;0.9997511697776451;4.8347161747011e-05;175
3;184.75395560264587;20.435191038197633;0.3449927806854248;0.008386307872821647;False;0.0;;;2;100;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 100};0.9997550128147144;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9996607805815728;0.9997550091211851;5.195352226898991e-05;170;0.9981110324483058;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9975071587086972;0.9981567698994034;0.00045838338536945274;168;0.9983422010648398;0.9990727539230663;0.9986945649397607;0.998495929850986;0.9966397309698959;0.9982490361497097;0.0008410120374673031;178;0.9981110324483058;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9975071587086972;0.9981567698994034;0.00045838338536945274;168;0.998222347341743;0.9986504898359742;0.9983493718262071;0.9987119266387127;0.9970697089115602;0.9982007689108394;0.0005942013649217047;175;0.9997561283674015;0.9997929070332637;0.9997548270456514;0.9998116031314269;0.9996611045528417;0.999755314026117;5.188067601608304e-05;170;0.9997550128147144;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9996607805815728;0.9997550091211851;5.195352226898991e-05;170;0.999755164751042;0.9997926936704323;0.9997548857037478;0.9998114798574682;0.999660595496631;0.9997549638958642;5.200582858802315e-05;168
4;224.3616689682007;24.32776171419333;0.4098928451538086;0.014248564254215529;False;0.0;;;2;125;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 125};0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9997173171513107;0.9997587782258343;3.843738580912744e-05;166;0.9981110324483058;0.9982309461644786;0.9979578887137446;0.9989299900398747;0.9978135976325164;0.9982086909997839;0.00038711893412996705;164;0.9983422010648398;0.9990727539230663;0.9986838188107454;0.998495929850986;0.997308041886752;0.9983805491072779;0.0005892665010840955;154;0.9981110324483058;0.9982309461644786;0.9979578887137446;0.9989299900398747;0.9978135976325164;0.9982086909997839;0.00038711893412996705;164;0.998222347341743;0.9986504898359742;0.9983202862752457;0.9987119266387127;0.9975584986355919;0.9982927097454535;0.0004119530758381056;164;0.9997561283674015;0.9997929070332637;0.9997170475366335;0.9998116031314269;0.9997174673343693;0.9997590306806188;3.8496725587656194e-05;166;0.9997550128147144;0.9997926992442945;0.9997173171513107;0.9998115447675404;0.9997173171513107;0.9997587782258343;3.843738580912744e-05;166;0.999755164751042;0.9997926936704323;0.9997171090745759;0.9998114798574682;0.9997171653829673;0.9997587225472971;3.849339662021611e-05;161
5;261.7509304046631;29.76891981683196;0.47028388977050783;0.0174430910363793;False;0.0;;;2;150;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 150};0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9996607805815728;0.9997512400165359;5.249761933868779e-05;172;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9975071587086972;0.9981484137038947;0.0004614495786944237;172;0.9983422010648398;0.9990727539230663;0.9988346026016314;0.998495929850986;0.9966397309698959;0.9982770436820839;0.0008575518985260166;175;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9975071587086972;0.9981484137038947;0.0004614495786944237;172;0.998222347341743;0.9986504898359742;0.9983979539581928;0.9987119266387127;0.9970697089115602;0.9982104853372364;0.0005969427748299489;173;0.9997561283674015;0.9997929070332637;0.9997359073345917;0.9998116031314269;0.9996611045528417;0.9997515300839052;5.246487234731046e-05;173;0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9996607805815728;0.9997512400165359;5.249761933868779e-05;172;0.999755164751042;0.9997926936704323;0.9997359294040831;0.9998114798574682;0.999660595496631;0.9997511726359314;5.256133282100019e-05;173
6;301.7077004432678;35.41600320963484;0.532952070236206;0.029605847408572156;False;0.0;;;2;175;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 175};0.9997550128147144;0.9997926992442945;0.9996984716280648;0.9998115447675404;0.9996984716280648;0.9997512400165359;4.6773433078669336e-05;172;0.9981110324483058;0.9982309461644786;0.9976982833139523;0.9989299900398747;0.997808545086033;0.9981557594105288;0.0004328807647864548;170;0.9983422010648398;0.9990727539230663;0.9985329481915396;0.998495929850986;0.9971571676099878;0.9983202001280839;0.000631760804058743;168;0.9981110324483058;0.9982309461644786;0.9976982833139523;0.9989299900398747;0.997808545086033;0.9981557594105288;0.0004328807647864548;170;0.998222347341743;0.9986504898359742;0.9981151853000981;0.9987119266387127;0.997480831108002;0.998236156044906;0.00044347953956039277;170;0.9997561283674015;0.9997929070332637;0.9996981939825831;0.9998116031314269;0.9996985980601648;0.9997514861149679;4.68796253462765e-05;175;0.9997550128147144;0.9997926992442945;0.9996984716280648;0.9998115447675404;0.9996984716280648;0.9997512400165359;4.6773433078669336e-05;172;0.999755164751042;0.9997926936704323;0.9996982802073912;0.9998114798574682;0.9996983450791904;0.9997511927131049;4.683001599661377e-05;172
7;344.22905430793764;39.94564635127976;0.5935072422027587;0.028975320406634215;False;0.0;;;2;200;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 200};0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9997173171513107;0.9997625473304834;3.495303949262298e-05;157;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9978135976325164;0.9982097014886586;0.0003864689996280365;162;0.9983422010648398;0.9990727539230663;0.9988346026016314;0.998495929850986;0.997308041886752;0.9984107058654551;0.0006075886698867898;139;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9978135976325164;0.9982097014886586;0.0003864689996280365;162;0.998222347341743;0.9986504898359742;0.9983979539581928;0.9987119266387127;0.9975584986355919;0.9983082432820428;0.0004141584501099152;160;0.9997561283674015;0.9997929070332637;0.9997359073345917;0.9998116031314269;0.9997174673343693;0.9997628026402106;3.4959850576457116e-05;157;0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9997173171513107;0.9997625473304834;3.495303949262298e-05;157;0.999755164751042;0.9997926936704323;0.9997359294040831;0.9998114798574682;0.9997171653829673;0.9997624866131986;3.5002037717566864e-05;156
8;389.94112210273744;47.003302784474414;0.66144700050354;0.025133761877789373;False;0.0;;;2;225;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 225};0.9997550128147144;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9997173171513107;0.9997663164351327;3.2857974839576e-05;153;0.9981110324483058;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9978135976325164;0.9982180576841673;0.0003814624969186799;160;0.9983422010648398;0.9990727539230663;0.9986945649397607;0.998495929850986;0.997308041886752;0.9983826983330809;0.0005903872255817028;153;0.9981110324483058;0.9982309461644786;0.9980047221356605;0.9989299900398747;0.9978135976325164;0.9982180576841673;0.0003814624969186799;160;0.998222347341743;0.9986504898359742;0.9983493718262071;0.9987119266387127;0.9975584986355919;0.9982985268556458;0.0004125063917098452;163;0.9997561283674015;0.9997929070332637;0.9997548270456514;0.9998116031314269;0.9997174673343693;0.9997665865824225;3.2801272269723883e-05;153;0.9997550128147144;0.9997926992442945;0.9997550081978026;0.9998115447675404;0.9997173171513107;0.9997663164351327;3.2857974839576e-05;153;0.999755164751042;0.9997926936704323;0.9997548857037478;0.9998114798574682;0.9997171653829673;0.9997662778731314;3.2882619819557205e-05;153
9;436.5917125225067;53.023074428372915;0.7235710620880127;0.04072582401812816;False;0.0;;;2;250;;{'bootstrap': False, 'ccp_alpha': 0.0, 'max_depth': None, 'max_features': None, 'min_samples_split': 2, 'n_estimators': 250};0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9996607805815728;0.9997512400165359;5.249761933868779e-05;172;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9975071587086972;0.9981484137038947;0.0004614495786944237;172;0.9983422010648398;0.9990727539230663;0.9988346026016314;0.998495929850986;0.9966397309698959;0.9982770436820839;0.0008575518985260166;175;0.9981110324483058;0.9982309461644786;0.9979629411581171;0.9989299900398747;0.9975071587086972;0.9981484137038947;0.0004614495786944237;172;0.998222347341743;0.9986504898359742;0.9983979539581928;0.9987119266387127;0.9970697089115602;0.9982104853372364;0.0005969427748299489;173;0.9997561283674015;0.9997929070332637;0.9997359073345917;0.9998116031314269;0.9996611045528417;0.9997515300839052;5.246487234731046e-05;173;0.9997550128147144;0.9997926992442945;0.9997361626745567;0.9998115447675404;0.9996607805815728;0.9997512400165359;5.249761933868779e-05;172;0.999755164751042;0.9997926936704323;0.9997359294040831;0.9998114798574682;0.999660595496631;0.9997511726359314;5.256133282100019e-05;173
