index;mean_fit_time;std_fit_time;mean_score_time;std_score_time;param_activation;param_alpha;param_hidden_layer_sizes;params;split0_test_accuracy;split1_test_accuracy;split2_test_accuracy;split3_test_accuracy;split4_test_accuracy;mean_test_accuracy;std_test_accuracy;rank_test_accuracy;split0_test_balanced_accuracy;split1_test_balanced_accuracy;split2_test_balanced_accuracy;split3_test_balanced_accuracy;split4_test_balanced_accuracy;mean_test_balanced_accuracy;std_test_balanced_accuracy;rank_test_balanced_accuracy;split0_test_macro-precision;split1_test_macro-precision;split2_test_macro-precision;split3_test_macro-precision;split4_test_macro-precision;mean_test_macro-precision;std_test_macro-precision;rank_test_macro-precision;split0_test_macro-recall;split1_test_macro-recall;split2_test_macro-recall;split3_test_macro-recall;split4_test_macro-recall;mean_test_macro-recall;std_test_macro-recall;rank_test_macro-recall;split0_test_macro-f1_score;split1_test_macro-f1_score;split2_test_macro-f1_score;split3_test_macro-f1_score;split4_test_macro-f1_score;mean_test_macro-f1_score;std_test_macro-f1_score;rank_test_macro-f1_score;split0_test_weighted-precision;split1_test_weighted-precision;split2_test_weighted-precision;split3_test_weighted-precision;split4_test_weighted-precision;mean_test_weighted-precision;std_test_weighted-precision;rank_test_weighted-precision;split0_test_weighted-recall;split1_test_weighted-recall;split2_test_weighted-recall;split3_test_weighted-recall;split4_test_weighted-recall;mean_test_weighted-recall;std_test_weighted-recall;rank_test_weighted-recall;split0_test_weighted-f1_score;split1_test_weighted-f1_score;split2_test_weighted-f1_score;split3_test_weighted-f1_score;split4_test_weighted-f1_score;mean_test_weighted-f1_score;std_test_weighted-f1_score;rank_test_weighted-f1_score
0;84.29762363433838;59.457395888170765;0.2339498519897461;0.024662351697935656;relu;0.001;(2,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (2,)};0.6037696994657977;0.599372524317711;0.8793502356062166;0.8403692173512773;0.8784659552045353;0.7602655263891076;0.13034309541145184;761;0.2753894080996885;0.2;0.8824653331556955;0.4888540711497232;0.8666727033106583;0.5426763031431531;0.2871224191500745;757;0.32040394208541184;0.1198745048635422;0.9365176934277389;0.5271065364504475;0.9275491769434142;0.5662903707541109;0.32522571531058664;753;0.2753894080996885;0.2;0.8824653331556955;0.4888540711497232;0.8666727033106583;0.5426763031431531;0.2871224191500745;757;0.2598174443375682;0.14990191845977902;0.9052159286526849;0.5041784760762239;0.8927514005094412;0.5423730336071395;0.3129696560229526;756;0.37249930677178167;0.35924742290698514;0.8793472051726403;0.8140112506150704;0.8785639163271785;0.6607338203587312;0.2419540931774215;769;0.6037696994657977;0.599372524317711;0.8793502356062166;0.8403692173512773;0.8784659552045353;0.7602655263891076;0.13034309541145184;761;0.4568607972365964;0.4492354563365272;0.8783773950161243;0.8267111081720933;0.878055921231439;0.6978481355985561;0.20077573894755166;762
1;117.70978541374207;27.0233465308885;0.25789480209350585;0.02937662264929107;relu;0.001;(4,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (4,)};0.9739803520162804;0.8732814070960474;0.8508231075793733;0.8673579397477984;0.8607682337407484;0.8852422080360496;0.044991145578752535;669;0.9658571808193388;0.9272567788291244;0.8455825819297423;0.7613134518368099;0.7991747916478678;0.8598369570125767;0.07664944463943328;604;0.9710764760874803;0.9281308534928006;0.9300427881873468;0.8603152969831509;0.9120239274597672;0.9203178684421092;0.03578030488482827;554;0.9658571808193388;0.9272567788291244;0.8455825819297423;0.7613134518368099;0.7991747916478678;0.8598369570125767;0.07664944463943328;604;0.9684264669670931;0.9276673627023388;0.878050944612589;0.7703860669392091;0.8438321445083121;0.8776725971459085;0.06839804151564419;587;0.9739501092775686;0.8728644881971774;0.8545110105996266;0.8711370368080282;0.8699910564040757;0.8884907402572952;0.043233077291518394;656;0.9739803520162804;0.8732814070960474;0.8508231075793733;0.8673579397477984;0.8607682337407484;0.8852422080360496;0.044991145578752535;669;0.9739392281497873;0.8730255900773942;0.8468322234772401;0.866645123199476;0.8620655920262059;0.8845015513860206;0.04554557778299187;653
2;183.85974140167235;58.5729356055626;0.2588172435760498;0.015385727418171053;relu;0.001;(6,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (6,)};0.9550349472460117;0.9323222656959771;0.8922510387266362;0.9719331823192373;0.9242910614998849;0.9351664990975495;0.027256726774808497;574;0.9677704861243669;0.9465029691189738;0.9134559401445852;0.9775979190843183;0.9526010767918416;0.9515856782528171;0.02199693875724372;482;0.9751586714715657;0.965683365104895;0.9375047889303465;0.9810738678662728;0.9591746725510552;0.9637190731848271;0.015124496859329033;468;0.9677704861243669;0.9465029691189738;0.9134559401445852;0.9775979190843183;0.9526010767918416;0.9515856782528171;0.02199693875724372;482;0.9708011106901623;0.9552974746925516;0.924475957898319;0.9792868565878843;0.9543397127199829;0.9568402225177801;0.018734118736137808;474;0.9566959430643833;0.9333433892414845;0.892309410068332;0.971905122362928;0.9276064785425213;0.9363720686559299;0.027214643585959344;572;0.9550349472460117;0.9323222656959771;0.8922510387266362;0.9719331823192373;0.9242910614998849;0.9351664990975495;0.027256726774808497;574;0.9545199243847067;0.9316111162950474;0.8921725028111991;0.9718924095637894;0.9228012258217025;0.9345994357752889;0.027334096702075213;573
3;118.34370856285095;26.10825426988253;0.26494693756103516;0.027541509397352452;relu;0.001;(8,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (8,)};0.9751432413116422;0.9653192494518673;0.9121655179097065;0.974343754921081;0.8760553826026916;0.9406054292393977;0.03979307746148047;559;0.9829592142760559;0.973068816412856;0.9292086737390239;0.9862625408142964;0.9224170080973753;0.9587832506679215;0.027352605693814383;466;0.9848297333797085;0.9768520051752093;0.9523604724168866;0.9691951074400187;0.9320478888965364;0.9630570414616718;0.01885741829258604;472;0.9829592142760559;0.973068816412856;0.9292086737390239;0.9862625408142964;0.9224170080973753;0.9587832506679215;0.027352605693814383;466;0.9836307402100986;0.9747547698396017;0.9395805653461633;0.9775067458436402;0.9266418340678012;0.9604229310614609;0.022853566279507777;462;0.9758686261169374;0.965601574262022;0.9132288731124806;0.9747321258236944;0.8756787301165526;0.9410219858863375;0.039992539871658524;564;0.9751432413116422;0.9653192494518673;0.9121655179097065;0.974343754921081;0.8760553826026916;0.9406054292393977;0.03979307746148047;559;0.9749683986984936;0.965124384991019;0.9124214068074685;0.9744184863954498;0.874688020133419;0.9403241394051699;0.04016058769308394;557
4;238.744611120224;62.29458631599718;0.27497382164001466;0.02314361201823086;relu;0.001;(10,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (10,)};0.9680568846680314;0.9754218502053227;0.9781715988516468;0.9817208338885323;0.9721391106319577;0.9751020556490981;0.004727495462512314;315;0.9761001783842215;0.9809113600055029;0.9831825921138211;0.9844940920637548;0.9814804251875682;0.9812337295509737;0.002861683331406235;286;0.9831768234010319;0.9813340115584595;0.9848085434065567;0.9850891600045417;0.9830695658536583;0.9834956208448495;0.0013578543426467752;244;0.9761001783842215;0.9809113600055029;0.9831825921138211;0.9844940920637548;0.9814804251875682;0.9812337295509737;0.002861683331406235;286;0.9793685655689257;0.9810280125199494;0.9839410354632638;0.984775495430658;0.9819676532364309;0.9822161524438456;0.001954872747770608;267;0.9686401616618081;0.9756021444439046;0.9782455184537853;0.9817073218426984;0.9729602564699142;0.9754310805744222;0.004462355416480543;322;0.9680568846680314;0.9754218502053227;0.9781715988516468;0.9817208338885323;0.9721391106319577;0.9751020556490981;0.004727495462512314;315;0.9678361139209031;0.97532089982373;0.9781065021451869;0.9817073131437554;0.9719267963801973;0.9749795250827547;0.0048063526715208995;317
5;146.9354356765747;36.77783696173068;0.270936107635498;0.016734580140102647;relu;0.001;(15,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (15,)};0.9817692876091723;0.9586084091432171;0.9805942848836505;0.9715940062747568;0.9798311387835693;0.9744794253388731;0.008710789105755802;332;0.9884161892869268;0.8385197586227768;0.9886190304037372;0.981695583129947;0.982993765380258;0.9560488653647292;0.05883082866846173;475;0.9857210316480252;0.9751018950963853;0.9809151184887483;0.9764946583925086;0.983650463899904;0.9803766335051142;0.0040611111557505445;325;0.9884161892869268;0.8385197586227768;0.9886190304037372;0.981695583129947;0.982993765380258;0.9560488653647292;0.05883082866846173;475;0.9870630124819089;0.8623733350413891;0.9846439229766755;0.978730801850015;0.9833073541769318;0.959223685305384;0.04850104672966391;465;0.9817790055502962;0.9604681638413852;0.9806969215952702;0.9723323913260705;0.9798162267691317;0.9750185418164307;0.007998681783751226;334;0.9817692876091723;0.9586084091432171;0.9805942848836505;0.9715940062747568;0.9798311387835693;0.9744794253388731;0.008710789105755802;332;0.9817729715658383;0.9547244743661311;0.9805359167053764;0.971381243095043;0.9798053523923043;0.9736439916249386;0.010145042897054814;346
6;177.90026597976686;49.033413434967045;0.25828118324279786;0.0018686183218698778;relu;0.001;(20,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (20,)};0.9672089445568302;0.9649073928264267;0.9832592395188545;0.9639140915533051;0.9829927440553341;0.9724564825021501;0.008777359730826299;367;0.9803146583381978;0.9469326267092913;0.9897900351912009;0.9749951908068232;0.9843708477692854;0.9752806717629596;0.014981235633281836;371;0.9818277696358482;0.9804264635749078;0.9837133342006016;0.9799754118833726;0.9837800523642086;0.9819446063317876;0.0015933232836623304;287;0.9803146583381978;0.9469326267092913;0.9897900351912009;0.9749951908068232;0.9843708477692854;0.9752806717629596;0.014981235633281836;371;0.980501521456403;0.9618791233823878;0.9867285362747404;0.9770368521863737;0.9839781929297924;0.9780248452459395;0.00870621589442927;343;0.9687739962595082;0.9654406201118478;0.9832516882780598;0.9650807042397765;0.9830445743300336;0.9731183166438452;0.0082902251975078;370;0.9672089445568302;0.9649073928264267;0.9832592395188545;0.9639140915533051;0.9829927440553341;0.9724564825021501;0.008777359730826299;367;0.9668567519959194;0.9646026300266402;0.983251882447185;0.963569240786987;0.9829522703045769;0.9722465551122615;0.008927540756276867;368
7;140.50796432495116;20.502894449133105;0.2694007396697998;0.009793517991160572;relu;0.001;(25,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (25,)};0.9760032948530035;0.9811757295313314;0.9679963175172314;0.9812120698218114;0.9704916841301952;0.9753758191707146;0.0054112166346076615;309;0.9849286034498042;0.9858365690243817;0.9775913351267059;0.9848652149257168;0.9839838270361531;0.9834411099125523;0.0029830636396063004;235;0.987540182006461;0.9834361355125232;0.9821622920426648;0.9866419234769598;0.9781469294927735;0.9835854925062766;0.0033647322046329903;242;0.9849286034498042;0.9858365690243817;0.9775913351267059;0.9848652149257168;0.9839838270361531;0.9834411099125523;0.0029830636396063004;235;0.9859945550922973;0.984574450897768;0.9793582606567179;0.985653614266735;0.980851217989426;0.9832864197805888;0.0026816887450529297;234;0.9766711695707982;0.9812367569440585;0.9693804307432072;0.9814265507459126;0.9717060797630684;0.976084197553409;0.0048896328469217615;306;0.9760032948530035;0.9811757295313314;0.9679963175172314;0.9812120698218114;0.9704916841301952;0.9753758191707146;0.0054112166346076615;309;0.9758438392703692;0.9811293975493434;0.967681760470059;0.981135767457836;0.9706489855739141;0.9752879500643044;0.00544063601952358;312
8;181.17888884544374;31.132542874506907;0.2760359287261963;0.018179353629206228;relu;0.001;(30,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (30,)};0.9871113103097404;0.9767785543832447;0.9843857885237363;0.9583176868193767;0.9744770026528412;0.9762140685377878;0.010091019834829231;296;0.991094426624193;0.9769814014843066;0.9889104020597024;0.9612156605255567;0.9864388645634776;0.9809281510514472;0.010969016076845903;293;0.990913685268545;0.9837797674239619;0.9865153239639088;0.978728403735991;0.9778540946871818;0.9835582550159178;0.004873614411368415;243;0.991094426624193;0.9769814014843066;0.9889104020597024;0.9612156605255567;0.9864388645634776;0.9809281510514472;0.010969016076845903;293;0.99096685927632;0.9802921637146385;0.9876938844409071;0.9690418887313988;0.9819945532863468;0.9819978698899223;0.0075319883791017716;272;0.9871917374807572;0.9768495071019668;0.9843788862380769;0.9601831927415458;0.9752196879911039;0.9767646023106902;0.00942379520108394;295;0.9871113103097404;0.9767785543832447;0.9843857885237363;0.9583176868193767;0.9744770026528412;0.9762140685377878;0.010091019834829231;296;0.9870794442306708;0.9767056699105247;0.9843699092453084;0.9578551401795776;0.9745800062591552;0.9761180339650475;0.010241973396764489;295
9;169.848766040802;19.401636530799333;0.2975470066070557;0.02396302857821588;relu;0.001;(35,);{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (35,)};0.9880682712923818;0.9727690090002786;0.9813089772630916;0.980933460928131;0.9742347340496408;0.9794628905067049;0.005509353169013486;225;0.9930359420784711;0.9787016391516202;0.9874838578117482;0.987404082116285;0.8970547270790645;0.9687360496474378;0.03613304719699284;426;0.9893626172777047;0.983187065470646;0.9849951104051924;0.9854439336585804;0.9477731582403373;0.9781523770104922;0.015322560533328611;359;0.9930359420784711;0.9787016391516202;0.9874838578117482;0.987404082116285;0.8970547270790645;0.9687360496474378;0.03613304719699284;426;0.9911887387972105;0.980644131909554;0.9862051949266393;0.9862956362956738;0.9084893053225362;0.9705646014503229;0.031216623733297272;414;0.9880990471797201;0.9735810291733151;0.9813365831294575;0.9812212370287225;0.9758053734819635;0.9800086539986358;0.005053120683355777;221;0.9880682712923818;0.9727690090002786;0.9813089772630916;0.980933460928131;0.9742347340496408;0.9794628905067049;0.005509353169013486;225;0.9880763132423841;0.972561056699024;0.9812682182616169;0.9808463143485925;0.9738216079742679;0.9793147021051771;0.005634069587081132;226
